PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Set,Group,GroupNumber,CabinDeck,CabinNumber,CabinSide,FirstName,LastName,Bills,GroupSize,PotentialDecks,PotentialSides
0015_01,Earth,False,F/4/P,55 Cancri e,24.0,False,0.0,1.0,0.0,0.0,637.0,Carry Hughriend,False,Train,0015,01,F,4,P,Carry,Hughriend,638.0,1,,
0016_01,Mars,True,F/5/P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Alus Upead,True,Train,0016,01,F,5,P,Alus,Upead,0.0,1,,
0017_01,Earth,False,G/0/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Lyde Brighttt,True,Train,0017,01,G,0,P,Lyde,Brighttt,0.0,2,,
0017_02,Earth,False,F/6/P,55 Cancri e,14.0,False,412.0,0.0,1.0,0.0,679.0,Philda Brighttt,False,Train,0017,02,F,6,P,Philda,Brighttt,1092.0,2,,
0018_01,Earth,False,F/4/S,TRAPPIST-1e,19.0,False,0.0,9.0,0.0,2823.0,0.0,Lerome Peckers,,Test,0018,01,F,4,S,Lerome,Peckers,2832.0,1,,
0019_01,Europa,True,C/0/S,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Sabih Unhearfus,,Test,0019,01,C,0,S,Sabih,Unhearfus,0.0,1,,
0020_01,Earth,True,E/0/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Almary Brantuarez,False,Train,0020,01,E,0,S,Almary,Brantuarez,0.0,6,,
0020_02,Earth,True,E/0/S,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,Glendy Brantuarez,False,Train,0020,02,E,0,S,Glendy,Brantuarez,0.0,6,,
0020_03,Earth,True,E/0/S,55 Cancri e,29.0,False,0.0,0.0,,0.0,0.0,Mollen Mcfaddennon,False,Train,0020,03,E,0,S,Mollen,Mcfaddennon,0.0,6,,
0020_04,Earth,False,E/0/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,True,Train,0020,04,E,0,S,Breney,Jacostanley,0.0,6,,
0020_05,Earth,True,E/0/S,PSO J318.5-22,1.0,False,,0.0,0.0,0.0,0.0,Mael Brantuarez,False,Train,0020,05,E,0,S,Mael,Brantuarez,0.0,6,,
0020_06,Earth,False,E/0/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,False,Train,0020,06,E,0,S,Terta,Mcfaddennon,0.0,6,,
0021_01,Europa,False,C/1/S,TRAPPIST-1e,38.0,False,0.0,6652.0,0.0,181.0,585.0,Meratz Caltilter,,Test,0021,01,C,1,S,Meratz,Caltilter,7418.0,1,,
0022_01,Mars,False,D/0/P,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,,False,Train,0022,01,D,0,P,,,1051.0,1,,
0023_01,Earth,False,F/5/S,TRAPPIST-1e,20.0,False,10.0,0.0,635.0,0.0,0.0,Brence Harperez,,Test,0023,01,F,5,S,Brence,Harperez,645.0,1,,
0024_01,Europa,True,C/2/S,TRAPPIST-1e,62.0,False,0.0,0.0,,0.0,0.0,Penton Fullided,True,Train,0024,01,C,2,S,Penton,Fullided,0.0,1,,
0025_01,Earth,False,F/6/S,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,Karard Brookenson,False,Train,0025,01,F,6,S,Karard,Brookenson,1223.0,1,,
0026_01,Europa,False,C/0/P,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,Anyoni Unconary,False,Train,0026,01,C,0,P,Anyoni,Unconary,7861.0,1,,
0027_01,Earth,False,F/7/P,TRAPPIST-1e,31.0,False,0.0,1615.0,263.0,113.0,60.0,Karlen Ricks,,Test,0027,01,F,7,P,Karlen,Ricks,2051.0,1,,
0028_01,Mars,False,F/8/P,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,Ceros Mare,False,Train,0028,01,F,8,P,Ceros,Mare,1309.0,1,,
0029_01,Europa,True,B/2/P,55 Cancri e,21.0,False,0.0,,0.0,0.0,0.0,Aldah Ainserfle,,Test,0029,01,B,2,P,Aldah,Ainserfle,0.0,1,,
0030_01,Earth,False,G/4/S,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,Ginia Morsentley,False,Train,0030,01,G,4,S,Ginia,Morsentley,1821.0,1,,
0031_01,Mars,False,F/9/P,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,Coobix Datie,True,Train,0031,01,F,9,P,Coobix,Datie,2854.0,3,,
0031_02,Mars,False,F/9/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Cinets Datie,True,Train,0031,02,F,9,P,Cinets,Datie,0.0,3,,
0031_03,Mars,False,F/9/P,TRAPPIST-1e,20.0,False,,0.0,1750.0,990.0,0.0,Dontch Datie,True,Train,0031,03,F,9,P,Dontch,Datie,,3,,
0032_01,Europa,True,D/0/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Acrabi Pringry,,Test,0032,01,D,0,S,Acrabi,Pringry,0.0,2,,
0032_02,Europa,True,D/0/S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Dhena Pringry,,Test,0032,02,D,0,S,Dhena,Pringry,0.0,2,,
0033_01,Earth,False,F/7/S,55 Cancri e,24.0,False,0.0,639.0,0.0,0.0,0.0,Eliana Delazarson,,Test,0033,01,F,7,S,Eliana,Delazarson,639.0,1,,
0034_01,Europa,True,D/1/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,True,Train,0034,01,D,1,S,Ziba,Oingwhedly,0.0,1,,
0035_01,Mars,False,D/1/P,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,Luse Butte,False,Train,0035,01,D,1,P,Luse,Butte,2699.0,1,,
0036_01,Earth,False,F/8/S,55 Cancri e,15.0,,0.0,492.0,48.0,20.0,401.0,Marina Leodger,False,Train,0036,01,F,8,S,Marina,Leodger,961.0,1,,
0037_01,Earth,False,F/9/S,TRAPPIST-1e,19.0,False,339.0,3.0,136.0,237.0,0.0,Vivia Rickson,,Test,0037,01,F,9,S,Vivia,Rickson,715.0,1,,
0038_01,Earth,False,F/10/S,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,False,Train,0038,01,F,10,S,Loise,Wheelez,3355.0,1,,
0039_01,Earth,True,G/1/P,55 Cancri e,30.0,False,0.0,0.0,,0.0,0.0,Jorgie Batthewitt,False,Train,0039,01,G,1,P,Jorgie,Batthewitt,0.0,1,,
0040_01,Europa,False,D/2/P,TRAPPIST-1e,45.0,False,932.0,74.0,,7.0,1010.0,Antino Pinoffent,,Test,0040,01,D,2,P,Antino,Pinoffent,,2,,
0040_02,Europa,False,D/2/P,TRAPPIST-1e,44.0,False,0.0,1561.0,0.0,14.0,224.0,Jihda Pinoffent,,Test,0040,02,D,2,P,Jihda,Pinoffent,1799.0,2,,
0041_01,Earth,True,G/2/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True,Train,0041,01,G,2,P,Margia,Moodsey,0.0,1,,
0042_01,Mars,True,E/0/P,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Hamus Frité,,Test,0042,01,E,0,P,Hamus,Frité,0.0,1,,
0043_01,Europa,False,B/3/P,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,False,Train,0043,01,B,3,P,Ankalik,Cylistrand,3575.0,1,,
0044_01,Earth,True,G/3/P,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False,Train,0044,01,G,3,P,Jodye,Coopelandez,0.0,3,,
0044_02,Earth,True,G/3/P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True,Train,0044,02,G,3,P,Kayne,Coopelandez,0.0,3,,
0044_03,Earth,True,G/3/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,Train,0044,03,G,3,P,Cassa,Coopelandez,0.0,3,,
0045_01,Mars,False,F/10/P,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,False,Train,0045,01,F,10,P,Zelowl,Chmad,1214.0,2,,
0045_02,Mars,True,F/10/P,,19.0,False,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,Train,0045,02,F,10,P,Mass,Chmad,0.0,2,,
0046_01,Earth,False,G/4/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,1687.0,92.0,Neilda Powery,,Test,0046,01,G,4,P,Neilda,Powery,1779.0,3,,
0046_02,Earth,False,F/11/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,903.0,,Glene Powery,,Test,0046,02,F,11,P,Glene,Powery,,3,,
0046_03,Earth,False,F/11/P,TRAPPIST-1e,20.0,False,2.0,12.0,253.0,457.0,690.0,Joanny Powery,,Test,0046,03,F,11,P,Joanny,Powery,1414.0,3,,
0047_01,Europa,True,B/0/S,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Winonon Prucerod,,Test,0047,01,B,0,S,Winonon,Prucerod,0.0,3,,
0047_02,Europa,False,B/0/S,TRAPPIST-1e,29.0,False,0.0,7708.0,243.0,569.0,343.0,Muons Prucerod,,Test,0047,02,B,0,S,Muons,Prucerod,8863.0,3,"['A', 'B', 'C', 'D', 'E', 'T']",['S']
0047_03,Europa,False,B/0/S,TRAPPIST-1e,40.0,False,26.0,1925.0,8.0,3144.0,63.0,,,Test,0047,03,B,0,S,,,5166.0,3,,
0048_01,Earth,False,G/5/S,TRAPPIST-1e,30.0,False,0.0,878.0,26.0,3.0,0.0,Tyle Deckerry,,Test,0048,01,G,5,S,Tyle,Deckerry,907.0,1,,
0049_01,Earth,False,E/1/P,TRAPPIST-1e,14.0,False,,0.0,0.0,1609.0,0.0,Doria Flynney,,Test,0049,01,E,1,P,Doria,Flynney,,1,,
0050_01,Earth,False,E/1/S,55 Cancri e,35.0,False,790.0,0.0,0.0,,0.0,Sony Lancis,False,Train,0050,01,E,1,S,Sony,Lancis,,1,,
0051_01,Earth,False,E/2/S,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,False,Train,0051,01,E,2,S,Vivia,Johnshines,1618.0,1,,
0052_01,Earth,False,G/6/S,TRAPPIST-1e,,False,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,False,Train,0052,01,G,6,S,Elaney,Hubbarton,4689.0,1,,
0053_01,Earth,False,F/11/S,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,True,Train,0053,01,F,11,S,Elson,Hickerson,1939.0,1,,
0054_01,Europa,True,B/4/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Algedia Viouster,,Test,0054,01,B,4,P,Algedia,Viouster,0.0,3,,
0054_02,Europa,False,B/4/P,55 Cancri e,27.0,False,0.0,6977.0,0.0,4.0,1235.0,Alteron Viouster,,Test,0054,02,B,4,P,Alteron,Viouster,8216.0,3,,
0054_03,Europa,False,B/4/P,55 Cancri e,66.0,False,39.0,6452.0,0.0,1409.0,155.0,Winon Viouster,,Test,0054,03,B,4,P,Winon,Viouster,8055.0,3,,
0055_01,Earth,False,G/5/P,TRAPPIST-1e,24.0,False,1784.0,8.0,18.0,18.0,0.0,Brence Frederry,,Test,0055,01,G,5,P,Brence,Frederry,1828.0,1,,
0056_01,Europa,False,A/1/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,Train,0056,01,A,1,S,Okulas,Tractive,0.0,3,,
0056_02,Europa,True,A/1/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,Train,0056,02,A,1,S,Instab,Tractive,0.0,3,,
0056_03,Europa,False,A/1/S,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,True,Train,0056,03,A,1,S,Zinoces,Tractive,4547.0,3,,
0057_01,Europa,False,C/1/P,55 Cancri e,19.0,False,293.0,3495.0,5273.0,118.0,422.0,Gatrin Windend,,Test,0057,01,C,1,P,Gatrin,Windend,9601.0,1,,
0058_01,Earth,True,G/7/S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,Train,0058,01,G,7,S,Warry,Ayalazquez,0.0,1,,
0059_01,Earth,True,E/2/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Janne Carvis,,Test,0059,01,E,2,P,Janne,Carvis,0.0,1,,
0060_01,Earth,False,F/12/P,TRAPPIST-1e,21.0,False,0.0,619.0,12.0,3.0,0.0,Fanna Ashipeck,,Test,0060,01,F,12,P,Fanna,Ashipeck,634.0,1,,
0061_01,Earth,False,F/12/S,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,False,Train,0061,01,F,12,S,Shanya,Salez,2667.0,1,,
0062_01,Earth,False,F/13/S,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,False,Train,0062,01,F,13,S,Sterry,Greeves,634.0,1,,
0063_01,Earth,True,G/8/S,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Elene Daughessey,,Test,0063,01,G,8,S,Elene,Daughessey,0.0,1,,
0064_01,Mars,True,F/14/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,,True,Train,0064,01,F,14,S,,,0.0,2,,
0064_02,Mars,True,E/3/S,TRAPPIST-1e,33.0,False,0.0,0.0,,0.0,0.0,Colatz Keen,True,Train,0064,02,E,3,S,Colatz,Keen,0.0,2,,
0065_01,Earth,True,G/9/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Monald Rushorney,,Test,0065,01,G,9,S,Monald,Rushorney,0.0,1,,
0066_01,Earth,False,G/6/P,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,False,Train,0066,01,G,6,P,Diandy,Pecketton,811.0,1,,
0067_01,Earth,True,G/10/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,Train,0067,01,G,10,S,Ninaha,Leeves,0.0,3,,
0067_02,Earth,False,G/10/S,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,Celine Leeves,True,Train,0067,02,G,10,S,Celine,Leeves,705.0,3,,
0067_03,Earth,False,F/15/S,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,False,Train,0067,03,F,15,S,Velyne,Leeves,2007.0,3,,
0068_01,Mars,False,E/4/S,TRAPPIST-1e,,False,793.0,0.0,2.0,253.0,0.0,Cinst Binie,False,Train,0068,01,E,4,S,Cinst,Binie,1048.0,1,,
0069_01,Earth,False,F/16/S,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,,True,Train,0069,01,F,16,S,,,902.0,1,,
0070_01,Earth,False,F/13/P,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,False,Train,0070,01,F,13,P,Meremy,Brighttt,922.0,1,,
0071_01,Earth,False,F/14/P,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,False,Train,0071,01,F,14,P,Nelly,Dillines,2233.0,1,,
0072_01,Earth,False,F/17/S,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,False,Train,0072,01,F,17,S,Thell,Brantuarez,1064.0,1,,
0073_01,Mars,False,D/3/P,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,Gorn Make,False,Train,0073,01,D,3,P,Gorn,Make,879.0,1,,
0074_01,Europa,False,C/3/S,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,True,Train,0074,01,C,3,S,Aldibah,Mostedry,8904.0,1,,
0075_01,Earth,False,G/11/S,TRAPPIST-1e,19.0,False,598.0,0.0,30.0,0.0,0.0,Shally Jimes,,Test,0075,01,G,11,S,Shally,Jimes,628.0,1,,
0076_01,Mars,False,F/18/S,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,Conk Dal,True,Train,0076,01,F,18,S,Conk,Dal,1165.0,1,,
0077_01,Mars,False,F/15/P,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,Pon Blité,True,Train,0077,01,F,15,P,Pon,Blité,1309.0,1,,
0078_01,Europa,False,C/4/S,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,False,Train,0078,01,C,4,S,Spuri,Pokerheed,15815.0,1,,
0079_01,Earth,True,G/12/S,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Verney Sullones,,Test,0079,01,G,12,S,Verney,Sullones,0.0,1,,
0080_01,Earth,False,G/7/P,TRAPPIST-1e,23.0,False,14.0,870.0,0.0,0.0,23.0,Wandy Llobsoney,,Test,0080,01,G,7,P,Wandy,Llobsoney,907.0,1,,
0081_01,Earth,True,G/13/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,Train,0081,01,G,13,S,Dellie,Vinozarks,0.0,1,,
0082_01,Mars,False,F/16/P,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,Totse Datte,False,Train,0082,01,F,16,P,Totse,Datte,7406.0,3,,
0082_02,Mars,True,F/16/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,Train,0082,02,F,16,P,Eaturs,Datte,0.0,3,,
0082_03,Mars,False,F/16/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,,True,Train,0082,03,F,16,P,,,0.0,3,,
0083_01,Earth,False,G/8/P,TRAPPIST-1e,24.0,False,483.0,0.0,87.0,214.0,0.0,Lilasa Barris,,Test,0083,01,G,8,P,Lilasa,Barris,784.0,1,,
0084_01,Earth,False,G/14/S,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,True,Train,0084,01,G,14,S,Coren,Coopezmaney,705.0,1,,
0085_01,Europa,True,C/5/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,Train,0085,01,C,5,S,Furudah,Ellcefulve,0.0,1,,
0086_01,Earth,False,F/17/P,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,False,Train,0086,01,F,17,P,Jodye,Kinson,1362.0,1,,
0087_01,Earth,False,E/3/P,TRAPPIST-1e,19.0,False,0.0,20.0,135.0,265.0,367.0,Meremy Jarvey,,Test,0087,01,E,3,P,Meremy,Jarvey,787.0,1,,
0088_01,Mars,True,E/5/S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,Train,0088,01,E,5,S,Stmeal,Sacre,0.0,1,,
0089_01,Mars,True,F/19/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Ors Cha,,Test,0089,01,F,19,S,Ors,Cha,0.0,1,,
0090_01,Earth,True,G/15/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,Train,0090,01,G,15,S,Heremy,Santry,0.0,1,,
0091_01,Earth,True,G/16/S,TRAPPIST-1e,26.0,False,,0.0,0.0,0.0,0.0,Deanne Yorkland,True,Train,0091,01,G,16,S,Deanne,Yorkland,0.0,2,,
0091_02,Earth,False,F/20/S,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,False,Train,0091,02,F,20,S,Tinez,Yorkland,917.0,2,,
0092_01,Earth,False,G/9/P,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,False,Train,0092,01,G,9,P,Gracy,Dunnisey,705.0,3,,
0092_02,Earth,True,G/9/P,TRAPPIST-1e,0.0,False,0.0,0.0,,0.0,0.0,Stald Hewson,True,Train,0092,02,G,9,P,Stald,Hewson,0.0,3,,
0092_03,Earth,True,G/9/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,Train,0092,03,G,9,P,Tiney,Hewson,0.0,3,,
0093_01,Earth,False,G/10/P,TRAPPIST-1e,27.0,False,66.0,1736.0,0.0,0.0,15.0,Krisa Dukertyler,,Test,0093,01,G,10,P,Krisa,Dukertyler,1817.0,1,,
0094_01,Earth,True,G/17/S,TRAPPIST-1e,6.0,False,,0.0,0.0,0.0,0.0,Jaye Santantines,,Test,0094,01,G,17,S,Jaye,Santantines,0.0,2,,
0094_02,Earth,False,F/21/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,866.0,0.0,Terta Santantines,,Test,0094,02,F,21,S,Terta,Santantines,866.0,2,,
0095_01,Earth,False,F/18/P,PSO J318.5-22,23.0,False,0.0,0.0,1235.0,0.0,0.0,Toddie Benderez,,Test,0095,01,F,18,P,Toddie,Benderez,1235.0,1,,
0096_01,Earth,False,F/22/S,PSO J318.5-22,30.0,False,1.0,0.0,1585.0,0.0,484.0,Leenny Swanardy,,Test,0096,01,F,22,S,Leenny,Swanardy,2070.0,1,,
0097_01,Europa,False,A/2/S,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,False,Train,0097,01,A,2,S,Alchium,Fictful,1848.0,1,,
0098_01,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,False,Train,0098,01,G,11,P,Doria,Carezquez,893.0,2,,
0098_02,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,True,Train,0098,02,G,11,P,Leence,Carezquez,3855.0,2,,
0099_01,Earth,False,F/19/P,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,False,Train,0099,01,F,19,P,Aliey,Leetersoney,1301.0,2,,
0099_02,Earth,,G/12/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True,Train,0099,02,G,12,P,Thewis,Connelson,0.0,2,,
0100_01,Earth,False,G/13/P,TRAPPIST-1e,,,0.0,17.0,997.0,0.0,0.0,Dary Cochrisons,,Test,0100,01,G,13,P,Dary,Cochrisons,1014.0,2,,
0100_02,Earth,False,G/13/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Mael Cochrisons,,Test,0100,02,G,13,P,Mael,Cochrisons,0.0,2,,
0101_01,Mars,True,F/20/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Book Trad,True,Train,0101,01,F,20,P,Book,Trad,0.0,1,"['D', 'E', 'F']","['P', 'S']"
0102_01,Earth,False,F/23/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,Ritany Holson,False,Train,0102,01,F,23,S,Ritany,Holson,921.0,1,,
0103_01,Earth,False,F/24/S,TRAPPIST-1e,24.0,False,0.0,,0.0,0.0,17.0,Arlen Mclainez,True,Train,0103,01,F,24,S,Arlen,Mclainez,,3,,
0103_02,Earth,True,G/18/S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True,Train,0103,02,G,18,S,Shaele,Mclainez,0.0,3,,
0103_03,Earth,True,G/18/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False,Train,0103,03,G,18,S,Fanne,Mclainez,0.0,3,,
