PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Set,Transported,Group,GroupNumber,Deck,Number,Side,FirstName,LastName,GroupSize,Bills
0031_02,Mars,False,F/9/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Cinets Datie,Train,True,0031,02,F,9.0,P,Cinets,Datie,3,0.0
0031_03,Mars,False,F/9/P,TRAPPIST-1e,20.0,False,,0.0,1750.0,990.0,0.0,Dontch Datie,Train,True,0031,03,F,9.0,P,Dontch,Datie,3,
0032_01,Europa,True,D/0/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Acrabi Pringry,Test,,0032,01,D,0.0,S,Acrabi,Pringry,2,0.0
0032_02,Europa,True,D/0/S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Dhena Pringry,Test,,0032,02,D,0.0,S,Dhena,Pringry,2,0.0
0033_01,Earth,False,F/7/S,55 Cancri e,24.0,False,0.0,639.0,0.0,0.0,0.0,Eliana Delazarson,Test,,0033,01,F,7.0,S,Eliana,Delazarson,1,639.0
0034_01,Europa,True,D/1/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,Train,True,0034,01,D,1.0,S,Ziba,Oingwhedly,1,0.0
0035_01,Mars,False,D/1/P,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,Luse Butte,Train,False,0035,01,D,1.0,P,Luse,Butte,1,2699.0
0036_01,Earth,False,F/8/S,55 Cancri e,15.0,,0.0,492.0,48.0,20.0,401.0,Marina Leodger,Train,False,0036,01,F,8.0,S,Marina,Leodger,1,961.0
0037_01,Earth,False,F/9/S,TRAPPIST-1e,19.0,False,339.0,3.0,136.0,237.0,0.0,Vivia Rickson,Test,,0037,01,F,9.0,S,Vivia,Rickson,1,715.0
0038_01,Earth,False,F/10/S,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,Train,False,0038,01,F,10.0,S,Loise,Wheelez,1,3355.0
0039_01,Earth,True,G/1/P,55 Cancri e,30.0,False,0.0,0.0,,0.0,0.0,Jorgie Batthewitt,Train,False,0039,01,G,1.0,P,Jorgie,Batthewitt,1,0.0
0040_01,Europa,False,D/2/P,TRAPPIST-1e,45.0,False,932.0,74.0,,7.0,1010.0,Antino Pinoffent,Test,,0040,01,D,2.0,P,Antino,Pinoffent,2,
0040_02,Europa,False,D/2/P,TRAPPIST-1e,44.0,False,0.0,1561.0,0.0,14.0,224.0,Jihda Pinoffent,Test,,0040,02,D,2.0,P,Jihda,Pinoffent,2,1799.0
0041_01,Earth,True,G/2/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,Train,True,0041,01,G,2.0,P,Margia,Moodsey,1,0.0
0042_01,Mars,True,E/0/P,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Hamus Frité,Test,,0042,01,E,0.0,P,Hamus,Frité,1,0.0
0043_01,Europa,False,B/3/P,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,Train,False,0043,01,B,3.0,P,Ankalik,Cylistrand,1,3575.0
0044_01,Earth,True,G/3/P,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,Train,False,0044,01,G,3.0,P,Jodye,Coopelandez,3,0.0
0044_02,Earth,True,G/3/P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,Train,True,0044,02,G,3.0,P,Kayne,Coopelandez,3,0.0
0044_03,Earth,True,G/3/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,Train,True,0044,03,G,3.0,P,Cassa,Coopelandez,3,0.0
0045_01,Mars,False,F/10/P,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,Train,False,0045,01,F,10.0,P,Zelowl,Chmad,2,1214.0
0045_02,Mars,True,F/10/P,,19.0,False,0.0,0.0,0.0,0.0,0.0,Mass Chmad,Train,True,0045,02,F,10.0,P,Mass,Chmad,2,0.0
0046_01,Earth,False,G/4/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,1687.0,92.0,Neilda Powery,Test,,0046,01,G,4.0,P,Neilda,Powery,3,1779.0
0046_02,Earth,False,F/11/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,903.0,,Glene Powery,Test,,0046,02,F,11.0,P,Glene,Powery,3,
0046_03,Earth,False,F/11/P,TRAPPIST-1e,20.0,False,2.0,12.0,253.0,457.0,690.0,Joanny Powery,Test,,0046,03,F,11.0,P,Joanny,Powery,3,1414.0
0047_01,Europa,True,B/0/S,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Winonon Prucerod,Test,,0047,01,B,0.0,S,Winonon,Prucerod,3,0.0
0047_02,Europa,False,,TRAPPIST-1e,29.0,False,0.0,7708.0,243.0,569.0,343.0,Muons Prucerod,Test,,0047,02,,,,Muons,Prucerod,3,8863.0
0047_03,Europa,False,B/0/S,TRAPPIST-1e,40.0,False,26.0,1925.0,8.0,3144.0,63.0,,Test,,0047,03,B,0.0,S,,,3,5166.0
0048_01,Earth,False,G/5/S,TRAPPIST-1e,30.0,False,0.0,878.0,26.0,3.0,0.0,Tyle Deckerry,Test,,0048,01,G,5.0,S,Tyle,Deckerry,1,907.0
0049_01,Earth,False,E/1/P,TRAPPIST-1e,14.0,False,,0.0,0.0,1609.0,0.0,Doria Flynney,Test,,0049,01,E,1.0,P,Doria,Flynney,1,
0050_01,Earth,False,E/1/S,55 Cancri e,35.0,False,790.0,0.0,0.0,,0.0,Sony Lancis,Train,False,0050,01,E,1.0,S,Sony,Lancis,1,
0051_01,Earth,False,E/2/S,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,Train,False,0051,01,E,2.0,S,Vivia,Johnshines,1,1618.0
0052_01,Earth,False,G/6/S,TRAPPIST-1e,,False,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,Train,False,0052,01,G,6.0,S,Elaney,Hubbarton,1,4689.0
0053_01,Earth,False,F/11/S,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,Train,True,0053,01,F,11.0,S,Elson,Hickerson,1,1939.0
0054_01,Europa,True,B/4/P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Algedia Viouster,Test,,0054,01,B,4.0,P,Algedia,Viouster,3,0.0
0054_02,Europa,False,B/4/P,55 Cancri e,27.0,False,0.0,6977.0,0.0,4.0,1235.0,Alteron Viouster,Test,,0054,02,B,4.0,P,Alteron,Viouster,3,8216.0
0054_03,Europa,False,B/4/P,55 Cancri e,66.0,False,39.0,6452.0,0.0,1409.0,155.0,Winon Viouster,Test,,0054,03,B,4.0,P,Winon,Viouster,3,8055.0
0055_01,Earth,False,G/5/P,TRAPPIST-1e,24.0,False,1784.0,8.0,18.0,18.0,0.0,Brence Frederry,Test,,0055,01,G,5.0,P,Brence,Frederry,1,1828.0
0056_01,Europa,False,A/1/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,Train,True,0056,01,A,1.0,S,Okulas,Tractive,3,0.0
0056_02,Europa,True,A/1/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Instab Tractive,Train,True,0056,02,A,1.0,S,Instab,Tractive,3,0.0
0056_03,Europa,False,A/1/S,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,Train,True,0056,03,A,1.0,S,Zinoces,Tractive,3,4547.0
0057_01,Europa,False,C/1/P,55 Cancri e,19.0,False,293.0,3495.0,5273.0,118.0,422.0,Gatrin Windend,Test,,0057,01,C,1.0,P,Gatrin,Windend,1,9601.0
0058_01,Earth,True,G/7/S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,Train,False,0058,01,G,7.0,S,Warry,Ayalazquez,1,0.0
0059_01,Earth,True,E/2/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Janne Carvis,Test,,0059,01,E,2.0,P,Janne,Carvis,1,0.0
0060_01,Earth,False,F/12/P,TRAPPIST-1e,21.0,False,0.0,619.0,12.0,3.0,0.0,Fanna Ashipeck,Test,,0060,01,F,12.0,P,Fanna,Ashipeck,1,634.0
0061_01,Earth,False,F/12/S,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,Train,False,0061,01,F,12.0,S,Shanya,Salez,1,2667.0
0062_01,Earth,False,F/13/S,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,Train,False,0062,01,F,13.0,S,Sterry,Greeves,1,634.0
0063_01,Earth,True,G/8/S,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Elene Daughessey,Test,,0063,01,G,8.0,S,Elene,Daughessey,1,0.0
0064_01,Mars,True,F/14/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,,Train,True,0064,01,F,14.0,S,,,2,0.0
0064_02,Mars,True,E/3/S,TRAPPIST-1e,33.0,False,0.0,0.0,,0.0,0.0,Colatz Keen,Train,True,0064,02,E,3.0,S,Colatz,Keen,2,0.0
0065_01,Earth,True,G/9/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Monald Rushorney,Test,,0065,01,G,9.0,S,Monald,Rushorney,1,0.0
0066_01,Earth,False,G/6/P,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,Train,False,0066,01,G,6.0,P,Diandy,Pecketton,1,811.0
0067_01,Earth,True,G/10/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,Train,True,0067,01,G,10.0,S,Ninaha,Leeves,3,0.0
0067_02,Earth,False,G/10/S,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,Celine Leeves,Train,True,0067,02,G,10.0,S,Celine,Leeves,3,705.0
0067_03,Earth,False,F/15/S,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,Train,False,0067,03,F,15.0,S,Velyne,Leeves,3,2007.0
0068_01,Mars,False,E/4/S,TRAPPIST-1e,,False,793.0,0.0,2.0,253.0,0.0,Cinst Binie,Train,False,0068,01,E,4.0,S,Cinst,Binie,1,1048.0
0069_01,Earth,False,F/16/S,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,,Train,True,0069,01,F,16.0,S,,,1,902.0
0070_01,Earth,False,F/13/P,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,Train,False,0070,01,F,13.0,P,Meremy,Brighttt,1,922.0
0071_01,Earth,False,F/14/P,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,Train,False,0071,01,F,14.0,P,Nelly,Dillines,1,2233.0
0072_01,Earth,False,F/17/S,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,Train,False,0072,01,F,17.0,S,Thell,Brantuarez,1,1064.0
0073_01,Mars,False,D/3/P,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,Gorn Make,Train,False,0073,01,D,3.0,P,Gorn,Make,1,879.0
0074_01,Europa,False,C/3/S,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,Train,True,0074,01,C,3.0,S,Aldibah,Mostedry,1,8904.0
0075_01,Earth,False,G/11/S,TRAPPIST-1e,19.0,False,598.0,0.0,30.0,0.0,0.0,Shally Jimes,Test,,0075,01,G,11.0,S,Shally,Jimes,1,628.0
0076_01,Mars,False,F/18/S,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,Conk Dal,Train,True,0076,01,F,18.0,S,Conk,Dal,1,1165.0
0077_01,Mars,False,F/15/P,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,Pon Blité,Train,True,0077,01,F,15.0,P,Pon,Blité,1,1309.0
0078_01,Europa,False,C/4/S,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,Train,False,0078,01,C,4.0,S,Spuri,Pokerheed,1,15815.0
0079_01,Earth,True,G/12/S,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Verney Sullones,Test,,0079,01,G,12.0,S,Verney,Sullones,1,0.0
0080_01,Earth,False,G/7/P,TRAPPIST-1e,23.0,False,14.0,870.0,0.0,0.0,23.0,Wandy Llobsoney,Test,,0080,01,G,7.0,P,Wandy,Llobsoney,1,907.0
0081_01,Earth,True,G/13/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,Train,False,0081,01,G,13.0,S,Dellie,Vinozarks,1,0.0
0082_01,Mars,False,F/16/P,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,Totse Datte,Train,False,0082,01,F,16.0,P,Totse,Datte,3,7406.0
0082_02,Mars,True,F/16/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,Train,True,0082,02,F,16.0,P,Eaturs,Datte,3,0.0
0082_03,Mars,False,F/16/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,,Train,True,0082,03,F,16.0,P,,,3,0.0
0083_01,Earth,False,G/8/P,TRAPPIST-1e,24.0,False,483.0,0.0,87.0,214.0,0.0,Lilasa Barris,Test,,0083,01,G,8.0,P,Lilasa,Barris,1,784.0
0084_01,Earth,False,G/14/S,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,Train,True,0084,01,G,14.0,S,Coren,Coopezmaney,1,705.0
0085_01,Europa,True,C/5/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,Train,True,0085,01,C,5.0,S,Furudah,Ellcefulve,1,0.0
0086_01,Earth,False,F/17/P,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,Train,False,0086,01,F,17.0,P,Jodye,Kinson,1,1362.0
0087_01,Earth,False,E/3/P,TRAPPIST-1e,19.0,False,0.0,20.0,135.0,265.0,367.0,Meremy Jarvey,Test,,0087,01,E,3.0,P,Meremy,Jarvey,1,787.0
0088_01,Mars,True,E/5/S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,Train,True,0088,01,E,5.0,S,Stmeal,Sacre,1,0.0
0089_01,Mars,True,F/19/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Ors Cha,Test,,0089,01,F,19.0,S,Ors,Cha,1,0.0
0090_01,Earth,True,G/15/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Heremy Santry,Train,True,0090,01,G,15.0,S,Heremy,Santry,1,0.0
0091_01,Earth,True,G/16/S,TRAPPIST-1e,26.0,False,,0.0,0.0,0.0,0.0,Deanne Yorkland,Train,True,0091,01,G,16.0,S,Deanne,Yorkland,2,0.0
0091_02,Earth,False,F/20/S,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,Train,False,0091,02,F,20.0,S,Tinez,Yorkland,2,917.0
0092_01,Earth,False,G/9/P,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,Train,False,0092,01,G,9.0,P,Gracy,Dunnisey,3,705.0
0092_02,Earth,True,G/9/P,TRAPPIST-1e,0.0,False,0.0,0.0,,0.0,0.0,Stald Hewson,Train,True,0092,02,G,9.0,P,Stald,Hewson,3,0.0
0092_03,Earth,True,G/9/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,Train,True,0092,03,G,9.0,P,Tiney,Hewson,3,0.0
0093_01,Earth,False,G/10/P,TRAPPIST-1e,27.0,False,66.0,1736.0,0.0,0.0,15.0,Krisa Dukertyler,Test,,0093,01,G,10.0,P,Krisa,Dukertyler,1,1817.0
0094_01,Earth,True,G/17/S,TRAPPIST-1e,6.0,False,,0.0,0.0,0.0,0.0,Jaye Santantines,Test,,0094,01,G,17.0,S,Jaye,Santantines,2,0.0
0094_02,Earth,False,F/21/S,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,866.0,0.0,Terta Santantines,Test,,0094,02,F,21.0,S,Terta,Santantines,2,866.0
0095_01,Earth,False,F/18/P,PSO J318.5-22,23.0,False,0.0,0.0,1235.0,0.0,0.0,Toddie Benderez,Test,,0095,01,F,18.0,P,Toddie,Benderez,1,1235.0
0096_01,Earth,False,F/22/S,PSO J318.5-22,30.0,False,1.0,0.0,1585.0,0.0,484.0,Leenny Swanardy,Test,,0096,01,F,22.0,S,Leenny,Swanardy,1,2070.0
0097_01,Europa,False,A/2/S,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,Train,False,0097,01,A,2.0,S,Alchium,Fictful,1,1848.0
0098_01,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,Train,False,0098,01,G,11.0,P,Doria,Carezquez,2,893.0
0098_02,Earth,False,G/11/P,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,Train,True,0098,02,G,11.0,P,Leence,Carezquez,2,3855.0
0099_01,Earth,False,F/19/P,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,Train,False,0099,01,F,19.0,P,Aliey,Leetersoney,2,1301.0
0099_02,Earth,,G/12/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,Train,True,0099,02,G,12.0,P,Thewis,Connelson,2,0.0
0100_01,Earth,False,G/13/P,TRAPPIST-1e,,,0.0,17.0,997.0,0.0,0.0,Dary Cochrisons,Test,,0100,01,G,13.0,P,Dary,Cochrisons,2,1014.0
0100_02,Earth,False,G/13/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Mael Cochrisons,Test,,0100,02,G,13.0,P,Mael,Cochrisons,2,0.0
0101_01,Mars,True,,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Book Trad,Train,True,0101,01,,,,Book,Trad,1,0.0
0102_01,Earth,False,F/23/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,Ritany Holson,Train,False,0102,01,F,23.0,S,Ritany,Holson,1,921.0
0103_01,Earth,False,F/24/S,TRAPPIST-1e,24.0,False,0.0,,0.0,0.0,17.0,Arlen Mclainez,Train,True,0103,01,F,24.0,S,Arlen,Mclainez,3,
0103_02,Earth,True,G/18/S,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,Train,True,0103,02,G,18.0,S,Shaele,Mclainez,3,0.0
0103_03,Earth,True,G/18/S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,Train,False,0103,03,G,18.0,S,Fanne,Mclainez,3,0.0
0104_01,Earth,False,F/25/S,TRAPPIST-1e,20.0,False,1.0,0.0,0.0,599.0,0.0,Alene Rochan,Test,,0104,01,F,25.0,S,Alene,Rochan,1,600.0
